Review,Review_Type
Must buy!. Gud productREAD MORE,1
Highly recommended. SuperbREAD MORE,1
Simply awesome. Very nice to playREAD MORE,1
Did not meet expectations. Very good product..READ MORE,1
Really Nice. Good one....READ MORE,1
Highly recommended. Good productREAD MORE,1
Terrific. Nice productREAD MORE,1
"Good quality product. The seller is good, the product was new. And delivery was also on time.READ MORE",1
Decent product. Good productREAD MORE,1
Nice product. NothingREAD MORE,0
Brilliant. GoodREAD MORE,1
Delightful. Very goodREAD MORE,1
Worth every penny. Good quality product!!!!READ MORE,1
Good choice. WasteREAD MORE,0
Brilliant. It's GoodREAD MORE,1
Good quality product. Good productREAD MORE,1
Simply awesome. FineREAD MORE,1
Simply awesome. Cork not goodREAD MORE,1
Could be way better. GoodREAD MORE,0
A+. NiceREAD MORE,1
Terrific. NiceREAD MORE,1
Terrific. BetterREAD MORE,1
Really Nice. Very niceREAD MORE,1
Perfect product!. Very good qualityREAD MORE,1
Value-for-money. It's awesomeREAD MORE,1
Fair. NiceREAD MORE,1
Worth the money. Good productREAD MORE,1
Delightful. Top classREAD MORE,1
Simply awesome. It is not good so very loseREAD MORE,0
Worth every penny. Good productREAD MORE,1
Hated it!. Good pankigREAD MORE,1
Perfect product!. Very goodREAD MORE,1
Classy product. Product is good. Improvement required in delivery time.READ MORE,1
Best in the market!. Thank you flipkart for my return and great shuttle to play in outdoorREAD MORE,1
Terrific purchase. Very niceREAD MORE,1
Really Nice. Shuttles speed is proper. Quality is not great. Two hours of play n the shuttle is totally in a devasted condition . Good but not great is the conclusion . Would I buy again is a question to think about.READ MORE,0
Worth the money. Nice productREAD MORE,1
Must buy!. good productREAD MORE,1
Must buy!. GoodREAD MORE,1
Fair. Original Yonex shuttle. It's flight is good even after using for more than 10 games.READ MORE,1
Highly recommended. Too bad don't buyREAD MORE,0
Nice product. NYCREAD MORE,1
Great product. Good productREAD MORE,1
Terrific purchase. Good to purchaseREAD MORE,1
Nila Asangbam. GoodREAD MORE,1
Very Good. Good enough for the priceREAD MORE,1
Nice. GoodREAD MORE,1
Good 1 for intermediate players. Nice qualityREAD MORE,1
Awesome. Best for playing...slightly faster than feather shuttles...but gr8 than other nylon shuttles ...READ MORE,1
Best in the market!. Product is not up to the mark..shuttlecocks get tarn in few days itselfREAD MORE,0
Good. AwesomeREAD MORE,1
Highly recommended. Product is very nice delivery is very badREAD MORE,1
Delightful. Best everREAD MORE,1
"Moderate. Arrived on time, good productREAD MORE",1
Worst experience ever!. ExcellentREAD MORE,1
"Must buy!. I think, it is perfect shuttle 4 beginners n regular practice.READ MORE",0
Must buy!. Very good productREAD MORE,1
Decent product. Nice productREAD MORE,1
Wonderful. Poor qualityREAD MORE,1
Great product. PerfectREAD MORE,1
Simply awesome. Original product. Great dealREAD MORE,1
Highly recommended. Stays long ..READ MORE,1
Awesome. Fast delevery. Item quality good.READ MORE,1
Nice. NiceREAD MORE,1
Waste of money!. So badREAD MORE,1
Perfect product!. ExcellentREAD MORE,1
Don't waste your money. Got it for <600Decent productREAD MORE,1
Terrific purchase. Good ProductREAD MORE,0
Moderate. WorthREAD MORE,1
Good choice. Nice product...READ MORE,1
Just wow!. WastedREAD MORE,1
Excellent. Love it...READ MORE,1
Brilliant. Good productREAD MORE,1
Value-for-money. okREAD MORE,0
"Useless product. Discounted items are really worst. All the shuttle got damaged from cork after 2-3 matches. This happened for all  4, who ordered in similar time. It must be priced around 500 /- for such a poor build quality. It must be recycled cork. Now a days retailer shops are also selling at same price 700/-, better to purchase from thereREAD MORE",0
Slightly disappointed. Super I buy this offer the price is good 640READ MORE,1
Utterly Disappointed. Low quality productREAD MORE,0
Fabulous!. Thanku flipkartREAD MORE,1
"Not good. Mavis 350 shuttles are excellent but if these comes in contact with dewa(water), these don't last for much time.READ MORE",0
"Absolute rubbish!. I am using from last 2 year for regular playing, best nylon shuttle..READ MORE",1
Wonderful. Great one....!!!!!READ MORE,1
Awesome. Very good productREAD MORE,1
Value-for-money. AwesomeREAD MORE,1
"Nice product. Good quality,delivered earlier than expected date...READ MORE",1
Slightly disappointed. Good product but late delivery...READ MORE,0
Wonderful. Worst don't buy.. all the corks are throttling..Delivering QA failed productsREAD MORE,0
Best in the market!. Thise product too oldREAD MORE,0
"Classy product. Though it is mentioned as Yonex, quality is poor.READ MORE",1
"Simply awesome. It was a horrible experience for me. First the seller sent a pack of white child playing shuttle of (may be ) ₹20 . That too this was packed in Mavis 350 cover. When contacted , Flipkart told dat, they had no idea why d seller did so despite d fact dat it was  'Flipkart ASSURED'. Anyway they promised to change& they changed it. RelievedREAD MORE",0
Excellent. Poor qualityREAD MORE,0
Pretty good. Good quality.READ MORE,1
Wonderful. Good Product!READ MORE,1
Highly recommended. GoodREAD MORE,1
Simply awesome. GreatREAD MORE,1
Does the job. very very poor qualityREAD MORE,0
Worth every penny. GoodREAD MORE,1
"Perfect product!. Good product and it, s good for out door courts  must buyREAD MORE",1
Highly recommended. Nice product. Worth for money. Low price.READ MORE,1
Fair. Awesome price.. Gud package and authentic productREAD MORE,1
Brilliant. Nice productREAD MORE,1
Very Good. good  product  ...READ MORE,1
Wonderful. SuperbREAD MORE,1
Worthless. Super quality....!READ MORE,1
Worth the money. Product is goodREAD MORE,1
Must buy!. Good productREAD MORE,0
Awesome. Very gud 1READ MORE,1
Best in the market!. Delivered in right timeREAD MORE,1
Worth the money. Excellent priceREAD MORE,1
Good. 1 shuttle is almost going  for 10 doubles hard games.but little bit fast as compared to similar model from other vendors.READ MORE,0
Value-for-money. Product is good.Service is very fast. Within 2 days I got my item. Thanks Flipkart.READ MORE,1
Just okay. Such a low quality product. This one is not original Mavis 350 as each cork has not lasted for even a single match. This seller has to be blacklisted by Flipkart.READ MORE,0
Brilliant. It is good and delivered on time but the shuttle doesn't last for even 4 days ...the sticker inside it got out the first day..READ MORE,1
Terrific. Poor qualityREAD MORE,0
Good quality product. awesome......READ MORE,1
Super!. I was getting for 640 so i ordered 2. :)READ MORE,1
Classy product. NiceREAD MORE,1
Good product. Very goodREAD MORE,1
Excellent. GoodREAD MORE,1
Awesome. FineREAD MORE,0
Just wow!. Product is very good.READ MORE,1
Terrific. NiceREAD MORE,0
"Just wow!. Best shuttles for beginners and good practicing badminton i will always suggest ""MAVIS 350"" for outdoor and indoor as wellREAD MORE",1
Decent product. OkayREAD MORE,1
Wonderful. Igood productREAD MORE,1
Good. Genuine Mavis 350 shuttle. Thanks Flipkart for such amazing price.READ MORE,1
Good choice. Nice productREAD MORE,1
Delightful. Very good productREAD MORE,1
Nice. Good Product.READ MORE,1
Decent product. Nice product. 👍READ MORE,1
Wonderful. V goodREAD MORE,1
Simply awesome. Very very goodREAD MORE,1
Good quality product. ExcellentREAD MORE,1
Simply awesome. Good not badREAD MORE,0
Mind-blowing purchase. NiceREAD MORE,1
Awesome. Send the product with extra packing as it can not be used if it is pressed during transportationREAD MORE,0
Worth the money. SatisfactoryREAD MORE,1
Simply awesome. Soo nice and it is the correct price to buyREAD MORE,1
Wonderful. Nice productREAD MORE,0
Excellent. GoodREAD MORE,0
Does the job. GoodREAD MORE,1
Just wow!. Very good product and reasonable priceREAD MORE,1
Wonderful. Less price frm mrkt nice prdct but very delay to delivery thts nt gdREAD MORE,1
Must buy!. 100%pure products that i receivedREAD MORE,1
Classy product. SuperbREAD MORE,1
Super!. GoodREAD MORE,1
Perfect product!. Product was not goodREAD MORE,0
Value-for-money. Best of Yonex Mavis. Value price & super fast delivery in 1 dayREAD MORE,1
Excellent. Excellent product.... thanks Flipkart for fast delivery....READ MORE,1
Excellent. GoodREAD MORE,1
Awesome. NOT BAD ITS REALLY GOOD QUALITYREAD MORE,1
Mind-blowing purchase. Fully satisfied with these orderREAD MORE,1
Brilliant. Awesome quality and best priceREAD MORE,1
Classy product. Very nice product...good quality.READ MORE,1
Good choice. delivery boy is very nice in behaviourREAD MORE,1
Great product. Very nice productREAD MORE,1
Mind-blowing purchase. Very Good product like normal sports store! All 6 are nice condition.READ MORE,1
Awesome. Good quality shuttle....lasts upto one week per shuttle even after rough useREAD MORE,1
Simply awesome. NiceREAD MORE,1
Brilliant. nice bt come to delayREAD MORE,1
Must buy!. GoodREAD MORE,1
Very Good. NiceREAD MORE,1
Perfect product!. Good productREAD MORE,1
Pretty good. Good purchaseREAD MORE,1
Brilliant. GoodREAD MORE,1
Really Nice. it's good product....durability is well.READ MORE,1
Great product. NiceREAD MORE,1
Terrific purchase. Good servieceREAD MORE,1
Must buy!. Excellent!READ MORE,1
Perfect product!. Product is good..READ MORE,1
Perfect product!. It was amazing Hello flipkart I wany you to tell somthing that my badminton tournament  is coming so please please  give free delivery on yonex voltric 100ld  please please  ok .READ MORE,1
Terrific. Nice productREAD MORE,1
Very Good. I m very happy to you are service. Keep it upREAD MORE,1
Delightful. GoodREAD MORE,1
Nice product. Very good.. superbREAD MORE,1
Mind-blowing purchase. I likeREAD MORE,1
Highly recommended. Satisfying product one can easily rely on flipkartREAD MORE,1
Worth the money. Original and good productREAD MORE,1
Useless product. Cool product in less price !! Thanks for this flipkartREAD MORE,1
Perfect product!. Good productREAD MORE,1
Must buy!. Superb shipping..fast delivery...good item at shown...Thanx flipcartREAD MORE,1
Just wow!. Good oneREAD MORE,1
Nice product. Its nice and recommend to use it #made in japanVery good quality👍👍👍👍READ MORE,1
Just wow!. It is good shuttle but costly.READ MORE,1
Value-for-money. GoodREAD MORE,1
Excellent. Perfect flipkstrREAD MORE,1
Delightful. Nice shuttle .....READ MORE,1
Excellent. WowREAD MORE,1
Great product. I usually buy it from the market and it lasts 4-5 days easily. This time I bought it online and it didn't even last one day. Also the shuttle is much slower than the same bought from market. I feel it is a fake product with exact copied packagingREAD MORE,0
Wonderful. Good product...READ MORE,1
Super!. GoodREAD MORE,1
Best in the market!. Just awasomeREAD MORE,1
Fair. Really good product.....thnks FlipkartREAD MORE,1
Really Nice. Nice product.READ MORE,1
Terrific. Best deal ..READ MORE,1
Best in the market!. GoodREAD MORE,1
Very Good. Nice product..4.5 starsREAD MORE,1
Fabulous!. GoodREAD MORE,1
Worth every penny. GoodREAD MORE,1
Fabulous!. SmartREAD MORE,1
Terrific. Within 48 hrs delivered good productREAD MORE,1
Simply awesome. Reasonable price comparativelyREAD MORE,1
Worth every penny. okREAD MORE,0
Simply awesome. Fast Delivery and Nice Shuttle for beginnersREAD MORE,1
Terrific. Cheap and product as described and expected.READ MORE,1
Does the job. Well in timeREAD MORE,1
Awesome. GoodREAD MORE,1
Slightly disappointed. SuperbREAD MORE,1
Good quality product. Good quality at low pricesREAD MORE,1
Good quality product. Got the genuine productREAD MORE,1
Best quality. Good productREAD MORE,1
Must buy!. Very good productREAD MORE,1
Must buy!. Perfect pack! Completely packed and sealed box! Very nice.READ MORE,1
Pretty good. YoREAD MORE,1
Fabulous!. Good productREAD MORE,1
Excellent. AverageREAD MORE,0
"Just wow!. Very poor quality , This Time i totally wrong product...i really unhappy For seller.READ MORE",0
Must buy!. For normal play onlyREAD MORE,0
Just okay. Good buyREAD MORE,1
Excellent. Quality is good okREAD MORE,1
Pretty good. TopREAD MORE,1
Wonderful. Excellent..product..READ MORE,1
Terrific purchase. Genuine quality. Checked on their official Sunrise website. All shuttles brand new. Top notch. Box was a little squeezed. But shuttles were intact.READ MORE,1
Must buy!. GoodREAD MORE,1
Classy product. SuperREAD MORE,1
Nice shuttle. Very goodREAD MORE,1
Useless product. GoodREAD MORE,1
Excellent. Just greatREAD MORE,1
Terrific purchase. Good product.READ MORE,0
Don't waste your money. Best shuttles in less amount with offerREAD MORE,1
Absolute rubbish!. GoodREAD MORE,1
Decent product. Medium Speed.. I bought it for ₹578 on flipkart. If you want more speed go for mavis 300iREAD MORE,1
Perfect product!. Nice productREAD MORE,1
Classy product. Very good shuttlesREAD MORE,1
Utterly Disappointed. Very nice original product.READ MORE,1
Classy product. This shuttle is very nice and delivery is also very goodREAD MORE,1
Excellent. Good product but worst delivery serviceREAD MORE,0
Decent product. Good oneREAD MORE,1
good. AwesomeREAD MORE,1
Very Good. OkREAD MORE,0
"Did not meet expectations. Dear all,The reason I gave this product a single star is due to the following reasons. The product authenticity is in question as the box that i ordered lasted very less.max 3 set's. After that it started disintegrating. And the cork came out. Further on comparison with the other  box of shuttle which i purchased from my sports shop gguy lasted for more than 7 games before disintegrating. The colour of both the shuttle on comparison the box from flipkart has a darker green yellowish tin...READ MORE",1
Just okay. Costly.. quality is okayREAD MORE,0
Worth the money. GoodREAD MORE,1
Nice. AvarageREAD MORE,0
Very poor. Worst product....Dont buy from flifkartREAD MORE,0
Decent product. Best option to purchase with least priceREAD MORE,1
Excellent. GoodREAD MORE,1
Wonderful. Not so much good... ! Kamchalao ......READ MORE,0
Awesome. goodREAD MORE,1
Wonderful. GoodREAD MORE,1
Mind-blowing purchase. Worst product Dont buyREAD MORE,0
Wonderful. nice bt deadly slowREAD MORE,1
Just wow!. GoodREAD MORE,1
"Slightly disappointed. Except packing of Flipkart, everything is goodREAD MORE",1
"Value-for-money. Full Bawkbass, waste of money, cant use after playing for 2 hours.READ MORE",1
Delightful. Too much time taken for delivery otherwise product is excellentREAD MORE,0
"Must buy!. Good quality product.Thanks to Ekart,Courier boy and Flipkart for giving this in time.READ MORE",1
Awesome. GoodREAD MORE,1
Very Good. Good qualityREAD MORE,1
Hated it!. Very glamorous shuttles... Thanxx flipkartREAD MORE,1
Terrific. Awesome quality....READ MORE,1
Really Nice. GoodREAD MORE,1
Awesome. GoodREAD MORE,1
Terrific. Not happy with the shuttle s and looks duplicte shuttleREAD MORE,0
Fabulous!. I  happy with these shuttlesREAD MORE,1
Perfect product!. Delivered promptly. Good qualityREAD MORE,1
Just wow!. Orginal productREAD MORE,1
Classy product. Awesome product and right time deliveryREAD MORE,1
Just wow!. Product was as expectedREAD MORE,1
Brilliant. Old itemREAD MORE,0
Brilliant. Original Yonex shuttles. excellent flight.READ MORE,1
Hated it!. Super..READ MORE,0
Fabulous!. Got the Product On Time and it is of best quality. :)READ MORE,1
Terrific. ExcellentREAD MORE,1
Value-for-money. ThanksREAD MORE,1
Moderate. GoodREAD MORE,1
Awesome. Good and genuine .READ MORE,1
Brilliant. Amazing at 536 rupeeREAD MORE,1
Terrible product. Very nice productREAD MORE,1
Just wow!. ExcellentREAD MORE,1
Good choice. Very good quality product...the shuttle just doesnt gives up howsomuch you beat it...sturdy enough.READ MORE,1
Simply awesome. quality not good..READ MORE,0
Delightful. GoodREAD MORE,1
Pretty good. I must say ... delivery time is perfect in every aspect..u delivered two of my product that too and different states...u really deserve these starsREAD MORE,1
Excellent. Nice1READ MORE,1
"Very poor. Am not sure if it was original shuttles, the green sticker that holds the cork skin was just getting cut in all. Never had seen such so far...READ MORE",0
Just okay. GoodREAD MORE,1
Utterly Disappointed. GoodREAD MORE,1
Must buy!. It is not original poor qualityREAD MORE,0
Not recommended at all. GoodREAD MORE,1
Perfect product!. good quality appreciated thnksREAD MORE,1
Nice product. ExcellentREAD MORE,1
"Worth the money. Poor quality, no use for intermediate n advance d players.READ MORE",1
Fabulous!. Good productREAD MORE,1
Worth every penny. Great product at less price thank you flipkart ....READ MORE,1
Terrific purchase. Price too high.READ MORE,0
Nice product. FineREAD MORE,0
Super!. Packing was not goodREAD MORE,0
Super!. Please rate very to mach.. products very goodREAD MORE,1
Wonderful. Not balancedREAD MORE,0
Mind-blowing purchase. BestREAD MORE,1
Nice product. Good product.READ MORE,1
Perfect product!. It's goodREAD MORE,1
Fabulous!. Best priceREAD MORE,1
"Pretty good. Good quality, good delivery service. Keep it up.READ MORE",1
Excellent. Best shuttle..READ MORE,1
Perfect product!. Authentic...go for it I have  got it for only 521...thanks flipkartREAD MORE,1
Brilliant. Good shuttlesREAD MORE,1
Great product. It's a good productREAD MORE,1
Low quality product. Good Prodict bt price is the same in retailshops alsoREAD MORE,1
Good quality product. Very gpod shuttleREAD MORE,1
Excellent. NICEREAD MORE,1
Value-for-money. Good quality original from yonex. I was worried if it comes in white but hopefully they sent me nylon yellow. Thanks will purchase again for Rs.679/-READ MORE,1
Value-for-money. Very niceREAD MORE,1
Just wow!. It's a genuine product ......and delivery is very fast ...thnx to F cart ....READ MORE,1
Mind-blowing purchase. Quality is good but are very expensive.READ MORE,1
Must buy!. Good experienceREAD MORE,1
Fabulous!. product is 100% original. delivered fastly than promised date and paking is in good condition for both i am so happy...READ MORE,1
Perfect product!. Perfect for professional playersREAD MORE,1
Worth every penny. Shuttle quality is not good.READ MORE,0
Mind-blowing purchase. GoodREAD MORE,1
Wonderful. I was delivered Mavis 350 green cap just as the product page said. It's a medium speed shuttle which I would recommend for beginners to intermediates.READ MORE,1
Just wow!. Good qualityREAD MORE,1
Wonderful. Nice productREAD MORE,1
Value-for-money. It's worthy Excellent piece of cockspurThank to the FlipkartREAD MORE,1
Terrific purchase. Stable shuttleREAD MORE,1
Best in the market!. SUPERREAD MORE,1
Pretty good. Durability...very goodREAD MORE,1
Worth the money. Awesome as always! Yonex rocks! 👍👍READ MORE,1
Absolute rubbish!. Nice one ........Can getREAD MORE,1
Delightful. NiceREAD MORE,1
Highly recommended. Best in quality...good air time and light weight...also lasting well...loved it...READ MORE,1
Mind-blowing purchase. Very nice productREAD MORE,1
"Could be way better. Nice shuttle.speed is also fine ,you can also go fr it if are getting it below 700.READ MORE",1
Wonderful. Good but in every packet there is always a defective piece.. perhaps company policyREAD MORE,1
Good choice. Nice quality and came before timeREAD MORE,1
Value-for-money. One of best shuttle...READ MORE,1
Worth every penny. Good oneREAD MORE,1
Super!. GoodREAD MORE,1
"Simply awesome. Dont buy products in flipkart, they are not gave any updates regarding product informationREAD MORE",0
Just wow!. Good productREAD MORE,1
Just okay. Nice shuttle gud packingREAD MORE,1
Perfect product!. Best product. On time delivery. Original product.READ MORE,1
Terrific purchase. FineREAD MORE,0
Awesome. Nice box nice priceREAD MORE,1
Brilliant. Nice productREAD MORE,1
Really Nice. Shuttle are nice thumps upREAD MORE,1
Terrific. best one in its class. Lucky to get itREAD MORE,1
Does the job. Nice flight of shuttleREAD MORE,1
Good choice. GoodREAD MORE,1
Nice. Good productREAD MORE,1
Worth the money. Long time period to delivery otherwise perfect itemREAD MORE,0
Fair. Best shuttleREAD MORE,1
Highly recommended. Awesome it seems shuttle will last for everREAD MORE,1
Nice product. GreatREAD MORE,1
Good. GoodREAD MORE,1
Wonderful. It's come with good prize. Super quality.READ MORE,1
Awesome. Quality was good and product was genuineREAD MORE,1
Good quality product. AwesomeREAD MORE,0
Wonderful. Good product and fast service from FlipkartREAD MORE,1
Mind-blowing purchase. Good but no better qualityREAD MORE,0
Fabulous!. Good for indoor gameREAD MORE,1
Nice. I recived my product Mavis350 shuttels early but prduct was damagedREAD MORE,0
Good choice. ExcellentREAD MORE,1
Terrific purchase. Good buy. Can be 5 star but the tip of the shuttle doesn't lasts long. Otherwise it's greatREAD MORE,1
"Awesome. Very good,, up to expectationsREAD MORE",1
Fabulous!. AmazingREAD MORE,1
Pretty good. Reasonable priceREAD MORE,1
Terrific. Good productREAD MORE,1
Just wow!. Good to play. Worthy productREAD MORE,1
Brilliant. very bad qualityREAD MORE,1
Value-for-money. Good qualityREAD MORE,1
Brilliant. Good oneREAD MORE,0
Classy product. Good quality and nice weight so buy without worry.READ MORE,1
Must buy!. Good product. Better than Mavis 10.READ MORE,1
Best in the market!. Yonex mavisgood products badmintonREAD MORE,1
Does the job. GoodREAD MORE,1
Value-for-money. Packing was not up to mark.READ MORE,1
Good choice. Nice product it's flight is really very nice. It's delivery time was also very good it came before 1 day dayREAD MORE,1
Perfect product!. Awesome product and delivery services also goodREAD MORE,1
Nice product. Very gud product got very low price below Rs.650READ MORE,1
Just wow!. A nice productREAD MORE,1
Superb. Met the expectations 👌👌READ MORE,1
Very Good. good quality of shuttlesREAD MORE,1
Good quality product. GoodREAD MORE,1
Good choice. Nice productREAD MORE,1
Slightly disappointed. Great stuff !!READ MORE,0
Really Nice. Nice qualityREAD MORE,1
Wonderful. Some of shuttle were broken within 2 days usageREAD MORE,1
Terrific purchase. OkREAD MORE,1
Great product. Nice productREAD MORE,1
Mind-blowing purchase. Best.........READ MORE,1
Best in the market!. Good oneREAD MORE,1
Wonderful. Good quality productREAD MORE,1
Wonderful. Well packed! Received in a good condition!READ MORE,1
Wonderful. SuperREAD MORE,1
Highly recommended. Ok productREAD MORE,0
Great product at reasonable price. NiceREAD MORE,1
Value-for-money. Good n betterREAD MORE,1
Simply awesome. Original product with best priceREAD MORE,1
Mind-blowing purchase. Good n genuine productREAD MORE,1
Very Good. Vry gud productREAD MORE,1
Terrific. Awesome product..and on time delivery adds valueREAD MORE,1
Perfect product!. Received as mentioned in good conditionREAD MORE,1
Wonderful. Original very good product at this priceREAD MORE,1
Just okay. GreatREAD MORE,1
Just wow!. Very good shuttlesREAD MORE,1
Good. This product is pretty good at reasonable price.READ MORE,1
Delightful. NiceREAD MORE,1
Terrific. Its genuine. Nothing more need to say.READ MORE,1
Must buy!. niceREAD MORE,1
Nice. NycREAD MORE,1
Excellent. Nice productREAD MORE,1
Great product. Very good productREAD MORE,1
Awesome. Best qualityREAD MORE,1
Perfect product!. Good productREAD MORE,0
Highly recommended. Shuttle is goodREAD MORE,1
Excellent. Nice productREAD MORE,0
Simply awesome. Nice productREAD MORE,1
Terrific purchase. Good.READ MORE,1
Good product. Im very happy that. I got the yonex mavis 350 shuttles today only. Because i had ordered today and i got it today.READ MORE,1
Nice. Not bad... delivered on timeREAD MORE,0
Super!. Good qualityREAD MORE,1
Really Nice. GoodREAD MORE,1
Terrific. Nice productREAD MORE,1
Excellent. GoodREAD MORE,1
Highly recommended. super quality and durable shuttle from yonex. Quick delivery by Flipkart what else i needREAD MORE,1
Wonderful. Nice productREAD MORE,1
Fabulous!. It is a nice productREAD MORE,1
Must buy!. Nice productREAD MORE,1
Good choice. Not extremely durable. But a good product nonetheless.READ MORE,1
"Fair. I am not happy that, product look like not genuine. The outside box is very low quality and they have cheated me that they have delivered only three boxes instead of four boxes. I am so unhappy about thidREAD MORE",0
Best in the market!. Delivered before time with nice packaging. Happy!READ MORE,1
Awesome. gud shuttle .........READ MORE,0
Really Nice. Good shuttle boxREAD MORE,1
Worth every penny. NiceREAD MORE,1
Good choice. Awesome productREAD MORE,1
Best in the market!. Always goodREAD MORE,1
Highly recommended. Good qualityREAD MORE,1
Perfect product!. Nice ProductREAD MORE,1
Nice product. over priced shuttles coz of no competition  from other brands in terms of shuttle flight and quality .READ MORE,1
"Superb!!!. The pack was a little crushed when the product was delivered. Otherwise the product was faring better.The product was delivered on the promised date, so I am happy on that regard.READ MORE",0
Mind-blowing purchase. Good quality and prompt deliveryREAD MORE,1
Must buy!. Great productREAD MORE,1
Must buy!. Nice product. Very good in quality.READ MORE,1
Simply awesome. NiceREAD MORE,1
Super!. I give 4* only for its quick delivery. Its look like original but not sure of its quality. After when use it then ll be get about it. I think it's cheap..READ MORE,1
Value-for-money. Good product as expected..!!READ MORE,1
Brilliant. NiceREAD MORE,1
Worth the money. The product was delivered on time and was original yonex. Happy with the quality of shuttles. I got what I orderedREAD MORE,1
Highly recommended. Super nice packREAD MORE,1
Awesome. Best buyREAD MORE,1
Terrific purchase. goodREAD MORE,1
Fabulous!. Good one..READ MORE,1
Terrific purchase. Good quality...👌READ MORE,1
Mind-blowing purchase. The product quality was very good.READ MORE,1
Mind-blowing purchase. Nice productREAD MORE,1
Worth every penny. Best quatity yonex m350. Very fast delivery. Ordered on Sunday got it on Monday.READ MORE,1
Just wow!. Best price and quality of productREAD MORE,1
Worth every penny. Got the genuine product.READ MORE,1
Great shuttles. Good productREAD MORE,1
Great product. Excellent productREAD MORE,1
Great product. Nice go for itREAD MORE,1
Very Good. Nice productREAD MORE,1
Pretty good. Good value for moneyREAD MORE,1
Terrible product. Good productREAD MORE,1
"Wonderful. Thanks your seller ,who gave me packed box of shutte ....It's really genioun productREAD MORE",1
Really Nice. Its original and good to playREAD MORE,1
Worth the money. Nice product..READ MORE,1
Terrific purchase. SuperREAD MORE,1
Good. Good onesREAD MORE,1
Terrific purchase. GoodREAD MORE,1
Highly recommended. Nice productREAD MORE,1
"Pretty good. Good quality, but got just delayed in shipping the productREAD MORE",1
Fair. Not value for money ...better to buy in local sports storeREAD MORE,1
Great product. very bad quality 👎👎👎👎👎👎👎👎👎👎READ MORE,0
Terrific purchase. Flipkart do always best nice and geniune product 10 out of 10 flipkart thanks.....READ MORE,1
Decent product. TopnotchREAD MORE,1
Brilliant. Good product by flipkartREAD MORE,1
Just wow!. Thisproduct is veryhelpful in this servicesREAD MORE,1
Best in the market!. The product is good but the delivery was not good the box was completely flatten...READ MORE,1
Classy product. SuperbREAD MORE,1
Nice. gudREAD MORE,1
Super!. NiceREAD MORE,1
Good choice. not much durableREAD MORE,0
Waste of money!. Thanks flipkart for good quality productsREAD MORE,1
Classy product. Nice to buyREAD MORE,1
Brilliant. No doubt Mavis 350 is good.  But the seller sent Mavis 10 instead and I had to return and replace it.  Not sure if it was intentional.READ MORE,0
Simply awesome. excellentREAD MORE,1
Nice product. Good productREAD MORE,1
Highly recommended. Good one..READ MORE,1
Terrific. It's much good.READ MORE,1
Wonderful. Good productREAD MORE,1
Mind-blowing purchase. quality is very good. thanks to seller for timely delivery.READ MORE,1
Value-for-money. Worthy productsREAD MORE,1
Wonderful. Very Nice Shuttle Specially At This Price UltimateREAD MORE,0
Does the job. Delivered in time. The product is as excpected.Thanks to fkartREAD MORE,1
Good choice. ExcellentREAD MORE,1
Terrific purchase. SuperbREAD MORE,1
Did not meet expectations. GoodREAD MORE,1
Really Nice. Super product..I got Rs 620READ MORE,1
Worth the money. Very goodREAD MORE,1
Perfect product!. Nice productI have received it on sunday and the product was in best condition the shuttlecock was very nice .READ MORE,1
Classy product. Good product at best price. Delivery by Flipkart is also good. Shuttle is of best quality as usual. Thanks Flipkart.READ MORE,1
Very Good. goodREAD MORE,1
Super!. Nice product.. Perfect for intermediate players...READ MORE,1
Delightful. Not bad it's avg.....READ MORE,0
Really Nice. It was nice but 3 shuttles were cracked so they broked in 10 daysREAD MORE,1
Best in the market!. Value for money. Good delivery by FlipkartREAD MORE,1
Good quality product. GoodREAD MORE,0
Delightful. Good productREAD MORE,1
Just wow!. Good qualityREAD MORE,1
Worth the money. Long time work ingREAD MORE,1
Terrific purchase. NiceREAD MORE,1
Excellent. Very nice product. Super fast delivery.READ MORE,1
late delivery. Awesome job by flipcart........i m loving itREAD MORE,1
Terrific. Got it cheap but the shuttles are not lasting long. The green strip is coming off quickly and is causing the cork base to separate quickly.READ MORE,1
Excellent. Very good product nice...@READ MORE,1
Four Stars. nice oneREAD MORE,1
Good choice. Good ProductREAD MORE,1
"Four Stars. Nice product, go for it.READ MORE",1
Three Stars. Good for clubREAD MORE,1
Four Stars. Very goodREAD MORE,1
One Star. Amazing deal ... Thanks flipkart .. I bought it only in Rs 605/READ MORE,1
Super!. Good paking so fast ilike so muchREAD MORE,1
Four Stars. 3 balls are worst conditionsREAD MORE,0
Expected a better product. SuperREAD MORE,1
Nice product. Original and lessprice .. HappyREAD MORE,1
"Terrific. One of the shuttle is not good ,the others are okayREAD MORE",1
Did not meet expectations. Excellent againREAD MORE,1
Decent product. GOOD FOR INTERMEDIATEREAD MORE,1
Fabulous!. This mavis 350 was not as good as the last one i used.READ MORE,0
Value-for-money. GoodREAD MORE,1
Nice product. Only 2 seemed to be original. Rest all r not upto the mark. Disappointed.READ MORE,0
Pretty good. GoodREAD MORE,1
Terrific purchase. Good quality and she'll lifeREAD MORE,1
Terrific. Not so goodREAD MORE,0
Very Good. GoodREAD MORE,1
Nice product. Good ProductREAD MORE,1
Good choice. Baad qualityREAD MORE,0
"Really Nice. Packing not so good, product quality mediumREAD MORE",0
